# favorite of tweet,# followers,# following,# of hastags,# of mentions,account creation date,in reply to,location,name,number of account tweets,phrase,race,screen name,time,tweet,user id,classification,compound score,Racist (Y/N),State Abbreviation,Valid City Data (Y/N)
0,4,84,0,0,Thu Dec 15 16:37:16 +0000 2016,,"Riverside, NY",Sudoku666,354,all black are,black,Sudoku666,Sun Sep 24 19:12:33 +0000 2017,Fucking black people make me mad y'all will boycott your kids BC you hate their mother/father but not this are you serious!?,8.09E+17,Hate speech,-0.6588,y,NY,y
9,1527,485,0,0,Tue Feb 10 05:46:42 +0000 2015,,"Washington, DC",Roon,23271,all black are,black,JeshurunLives,Sun Sep 24 19:09:18 +0000 2017,Y'all believe the govt makes hurricanes but can't believe that black people are the real Jews???? https://t.co/6gVXmyAzq6,3016143938,Hate speech,0,n,DC,y
0,136,207,0,0,Thu May 17 14:14:27 +0000 2012,,"sister bay, wisconsin
",Eric Warner,824,all black are,black,ericwarner26,Sun Sep 24 19:04:54 +0000 2017,I'm sick of this black lives matter bull shit!! All lives matter. We are all human beings,582811688,Hate speech,0,n,,n
0,2465,4999,0,0,Sat Jan 28 07:27:36 +0000 2017,,"Michigan, USA",Mary briddelle,22209,all black are,black,mary_briddelle,Sun Sep 24 18:50:13 +0000 2017,"Poor old disabled black muslim
Sports fat women
Gay
Straight
Homophobic
Unsure
Scared
We all are
But what other choice do,u have
Resist???",8.25E+17,Hate speech,0,y,MI,y
3,629,13,0,0,Sat Aug 15 18:51:07 +0000 2009,,"chicago, il",mans not hot,58707,all black are,black,WinterSherrod,Sun Sep 24 18:41:57 +0000 2017,all white spaces w/white women are funny bc theyre like wow racism is wrong lets talk about that but also we dont know any black people.,65953347,Hate speech,0,n,IL,y
2,764,573,0,0,Sat Aug 27 00:52:32 +0000 2016,,"Richmond, VA",Peaches ?,37015,all black are,black,Sh0n_d0gg,Sun Sep 24 18:29:21 +0000 2017,And police are 'not at all' afraid to shoot his black ass so he can have fun with that https://t.co/cm17bDubfP,7.69E+17,Hate speech,0,n,VA,y
0,56,700,1,1,Tue Jul 06 00:43:19 +0000 2010,25073877,"BRONX, NY",Alberto Almonte,211,all black are,black,BIRDIE150,Sun Sep 24 18:24:06 +0000 2017,@realDonaldTrump Enjoy #TakethekneeNFL wake up American not going back to racist country black white we all are one your disgrace and racist,163275523,Hate speech,0,n,NY,y
0,2307,31,1,0,Thu Jun 11 16:23:29 +0000 2009,,"Atlanta, Ga",NEGUS UNO,5985,all black are,black,PaulUnoHunter,Sun Sep 24 18:20:06 +0000 2017,#TakeTheKnee black ppl are fuck stupid frfr all that money and them niggas wanna take a knee,46423674,Hate speech,-0.4767,y,GA,y
8,3589,4991,0,1,Mon Aug 31 07:37:37 +0000 2009,47293791,Dallas Texas,Me Myself and I,4456,all black are,black,foxania,Sun Sep 24 18:17:16 +0000 2017,@w_terrence Black on black crime doesn't matter..only white on black crime matters to BLM..hypocrites is what they https://t.co/UdDLo6cKOi,70339077,Hate speech,-0.34,y,TX,y
0,77,583,0,2,Fri Jan 17 03:52:20 +0000 2014,8.97E+17,"Brooklyn, ny",Crazy rob,2277,all black are,black,elcrazyrobbo,Sun Sep 24 18:16:56 +0000 2017,@brownmike023 @ClayTravis You essentially said all black people are murderers. And you quote racist propaganda. Did https://t.co/SaXnUIXoOC,2295430543,Hate speech,0,n,NY,y
0,4436,1420,0,0,Thu Mar 05 09:36:03 +0000 2009,,Memphis TN,Mac Sleepy,489678,all black are,black,MacSleepy,Sun Sep 24 18:14:39 +0000 2017,Yall Back On This Black Ppl Are Racist Too Shit.. ?????,22901683,Hate speech,0,n,TN,y
0,4018,3561,0,4,Sun Apr 13 23:22:31 +0000 2014,31122496,"New Orleans, Louisiana, USA",NG504,136724,all black are,black,NiceGuy504,Sun Sep 24 18:11:54 +0000 2017,"@ncaa, @nba @nfl @mlb all recruit in black communities! But when corrupt cops are killing blacks they ?????",2442837163,Hate speech,0,n,LA,y
1,48,214,0,0,Wed Mar 09 14:03:43 +0000 2016,,"Philadelphia, PA",Phil aka Matic,461,all black are,black,phibuljr,Sun Sep 24 18:10:35 +0000 2017,"I'm tired of white people. They're answer to racism is always ""all the sports player are black and they make millions""",7.08E+17,Hate speech,-0.3553,n,PA,y
0,113,566,0,1,Mon Apr 13 01:08:47 +0000 2015,25073877,"New Orleans, LA",A2Logan98,1349,all black are,black,AnimaSingularis,Sun Sep 24 18:10:24 +0000 2017,"@realDonaldTrump A song and a scrap of cloth arent our country. Our people are - all of them. Black, white, brown, https://t.co/U8VqL2ZlpL",3152067956,Hate speech,0,n,LA,y
1,33,330,0,5,Sun Jun 14 02:09:42 +0000 2015,1203819806,"Virginia, USA",tj,339,all black are,black,tjviper1978,Sun Sep 24 17:59:27 +0000 2017,@DaniRide22 @Katco615 @BohoLiberty @NYCLU @ACLU That is too true black people look at all whites like they are raci https://t.co/1L4XXBwpkw,3324051929,Hate speech,0,n,VA,y
6,69475,964,0,0,Sun May 17 04:31:31 +0000 2009,,"Calabasas, CA",Spank Horton,114784,all black are,black,SpankHorton,Sun Sep 24 17:57:33 +0000 2017,And all black celebs/athletes not woke like some of us are So instead of knocking them let them come on late fuck it https://t.co/toQn2Ll5WQ,40607946,Hate speech,-0.1007,n,CA,y
0,16,257,0,1,Tue Oct 09 22:55:06 +0000 2012,18336787,"Crosby, TX",Paul,103,i hate black,black,beanie_3072,Sun Sep 24 23:38:54 +0000 2017,@HoustonTexans I hate when a white bit touch a black mans head,870736423,Hate speech,-0.1779,n,TX,y
0,2346,972,0,0,Mon Apr 06 13:22:12 +0000 2009,,Australia,Miss Khamis,227704,i hate black,black,miss_khamis,Sun Sep 24 23:25:08 +0000 2017,"He is black, 25. If this is a hate crime against christians, I am never supporting black americans again. Damn white-jew sunni puppets",29198219,Hate speech,-0.9063,y,,n
0,675,531,0,0,Thu Aug 21 07:01:25 +0000 2014,,"Cleveland, OH",Jordan ??,67151,i hate black,black,JordieCorleone,Sun Sep 24 23:18:21 +0000 2017,I hate when random people in society black or white try to start a random conversation with me. Like leave me tf alone,2751530978,Hate speech,-0.5267,n,OH,y
0,7,120,0,0,Sat Jan 07 12:46:01 +0000 2017,,,kevin burke ryan,1840,i hate black,black,kevamandaryan4,Sun Sep 24 23:11:28 +0000 2017,the black NFL players proved today their not worth watching anymore. I wish these people that hate this country just would leave.,8.18E+17,Hate speech,0,y,,n
0,263,169,0,2,Sat Jan 24 07:12:16 +0000 2015,7.46E+17,"Florida, USA",Jake,2482,i hate black,black,jake_tyler321,Sun Sep 24 22:49:34 +0000 2017,"@cookselenaaaa @thekylewaugh if he said ""I hate black people"" it would be fucking world war 3, and they're protesti https://t.co/hm8ACHSMQs",2995443568,Hate speech,0,n,FL,y
0,700,415,0,0,Wed Jan 19 01:29:28 +0000 2011,,"Philadelphia, PA",Montana,28117,i hate black,black,StateOf_MONTANA,Sun Sep 24 22:47:26 +0000 2017,Like I cant believe that white people hate black people so much. Its literally a skin color.,240045956,Hate speech,0,n,PA,y
0,700,415,0,0,Wed Jan 19 01:29:28 +0000 2011,,"Philadelphia, PA",Montana,28117,i hate black,black,StateOf_MONTANA,Sun Sep 24 22:45:38 +0000 2017,Racist people just so dumb lol. How you screaming I hate you to black people while wearing a jersey with a black players name.,240045956,Hate speech,-0.6249,n,PA,y
0,253,83,0,0,Fri Jul 03 00:00:41 +0000 2009,,"Bronx, NY",gismo .,13563,i hate black,black,og3face,Sun Sep 24 22:38:13 +0000 2017,"and i hate when white ppl b like ""yo"" wen they see me bro just say ""hey man"" like u want to. u kno u only sayn yo cuz im black",53232413,Hate speech,-0.296,n,NY,y
0,6,120,0,1,Fri Jul 14 21:13:02 +0000 2017,1444651477,"Lansing, MI",Anthony,36,i hate black,black,GoBlue1222,Sun Sep 24 22:29:39 +0000 2017,@JsVeteran Really bro I'm half white so I hate half myself because I agree with black lives matter you sound stupid,8.86E+17,Hate speech,0,n,MI,y
4,2871,2383,0,0,Thu Jul 01 21:46:23 +0000 2010,,"saint louis, mo",E?,43908,i hate black,black,StatesOfAmerika,Sun Sep 24 22:28:57 +0000 2017,I hate when people place emphasis on the peaceful part of protest. Black people have a right to be mad and express that shit.,161821299,Hate speech,-0.91,n,MO,y
0,723,556,0,0,Mon Apr 09 05:52:15 +0000 2012,,"Chicago, IL",Cameron Horsley,2418,i hate black,black,ItsCamALot,Sun Sep 24 22:11:30 +0000 2017,"""Black people hate me because I enable racism... FOR SHAME. Get me the white men from Canada!"" https://t.co/cBQp7jiDF1",549059904,Hate speech,0,n,IL,y
0,56420,1600,0,2,Fri Jul 24 14:10:22 +0000 2009,7.95E+17,"Los Angeles, CA",?,191068,i hate black,black,derrickswerve,Sun Sep 24 22:09:09 +0000 2017,@melissaalorin @MustBeCharm yes my dear. I hate the patriots and black coon patriot fans... sorry bro,59791510,Hate speech,0,y,CA,y
0,1824,487,0,0,Sat May 21 15:08:52 +0000 2011,,"Oxford, MS",tiaaaaa ?,35984,i hate black,black,1FineMuvaa,Sun Sep 24 22:02:42 +0000 2017,"I wanna dye my bundles red , or black and platinum blonde ... I swear I hate my strict ass job .",302660190,Hate speech,0,n,MS,y
1,114,71,0,1,Wed May 24 19:16:03 +0000 2017,78523300,United States,raguncajungirl,840,i hate black,black,dockellbell,Sun Sep 24 21:58:14 +0000 2017,@RealJamesWoods nashville is full of hateful violent black racist and muslims .. it is a sad place to live .. i hate it here,8.67E+17,Hate speech,0,n,,n
2,113,79,0,2,Thu Feb 13 05:34:44 +0000 2014,8.51E+17,"Seattle, WA",AD,916,i hate black,black,dorseyas78,Sun Sep 24 21:20:51 +0000 2017,@summer7570 @thehill I hate when white people say look there's a black person like that mean something,2341448286,Hate speech,0,n,WA,y
0,230,65,0,0,Mon Feb 21 13:34:55 +0000 2011,255489422,District of Columbia ,Mustafa,25583,i hate black,black,UnityFlow,Sun Sep 24 20:35:43 +0000 2017,i hate those who hate Black Americans.  i hate those who hate Islam.  i hate those who practice injustice,255489422,Hate speech,0,n,DC,y
1,1483,2621,0,1,Wed Sep 16 22:21:49 +0000 2015,55186659,United States,Butters,48593,i hate black,black,NovStormbringer,Sun Sep 24 20:21:00 +0000 2017,"@Derosh848 Ain't that the pot callin' the kettle black.I really hate that man. A corrupt, poseur, racist hiding beh https://t.co/81PZyac6fi",3679203797,Hate speech,0,n,,n
0,153,178,0,0,Mon Nov 09 09:42:51 +0000 2015,,Earth,r.omeomustdie,461,i hate black,black,OGThvbvng,Sun Sep 24 20:16:19 +0000 2017,"What's with this Black, White, Asian and Indian shit like we all humans,, I hate this separation we have in this world ??",4148168121,Hate speech,-0.7003,n,,n
1,409,373,0,0,Wed Mar 09 18:23:36 +0000 2011,,"braxton, wv",shawnarollyson,15998,i hate black,black,shawna_ELYUD,Sun Sep 24 20:08:05 +0000 2017,"Oh, you don't like what I say, bet you love Trump and hate black people &amp; gays----not in the slightest.",263263323,Hate speech,-0.1556,n,WV,y
0,4,48,0,0,Sun Aug 06 17:09:10 +0000 2017,,"New Jersey, USA",Pres. of Universe.,15585,i hate black,black,SuperDiehl,Sun Sep 24 20:07:54 +0000 2017,"I am, I'm so sick and tired of the black people. All they do is bully me because I'm white and they hate.",8.94E+17,Hate speech,0,y,NJ,y
0,1511,1520,0,2,Tue May 16 04:53:23 +0000 2017,3087494252,East Tennessee,emma jones,14009,i hate black,black,Abellonia38,Sun Sep 24 19:56:52 +0000 2017,@JustinOshad @colettey6 whited boy trying to appear grown up on Twitter. Black men hate me so I take a knee. In the men's room,8.64E+17,Hate speech,-0.5719,n,TN,y
3,417,275,0,0,Wed Apr 11 19:20:37 +0000 2012,,"Denver, CO",rachel,24259,i hate black,black,that_rach,Sun Sep 24 19:51:34 +0000 2017,This little infant in from of me for laser tag goes I like black Spider-Man by Logic. Then he fucking dabbed. I hate the youth,551331606,Hate speech,-0.6956,n,CO,y
3,219,340,1,0,Mon May 25 18:05:46 +0000 2009,,"Orlando, Florida",Doug jones,9046,i hate black,black,iLyDougie,Sun Sep 24 19:24:03 +0000 2017,I hate when black women say black man need to be with black women. People can be with whoever they want. #ignorant,42453739,Hate speech,0,n,FL,y
3,1487,1061,1,0,Wed Jan 29 03:30:24 +0000 2014,,"Waco, TX",No_More_Lying_GOP,52882,i hate black,black,Jan2017Trump,Sun Sep 24 19:20:13 +0000 2017,"#TakeTheKnee : I worked for 2 pro teams. Offices next to locker rooms. Most black players hate whites, military and cops. I've heard it all.",2316449503,Hate speech,0,n,TX,y
0,2097,4892,0,1,Mon Nov 21 21:27:53 +0000 2011,241201438,"Sacramento, CA, USA",Linda,15439,i hate black,black,LindaWesson,Sun Sep 24 19:16:09 +0000 2017,"@Bakari_Sellers Bakari, unfortunately some black people do hate white people. I understand why, but it is still hurtful.",418186367,Hate speech,0,n,CA,y
0,5424,2770,0,2,Mon Jun 14 19:39:15 +0000 2010,88278998,"Orlando & Jacksonville, FL",Apex Coture Magazine,125736,i hate black,black,ApexCotureMag,Sun Sep 24 19:14:35 +0000 2017,@AmazingGreg @AdamSchefter Instead of trying to make excuses for your hatred you should just say I hate niggers bc https://t.co/wlNmQgfwga,155668103,Hate speech,-0.4767,y,FL,y
2,193,257,0,0,Mon Jun 01 04:24:28 +0000 2009,,"Louisville, KY",samm,13313,i hate black,black,sammtacular,Sun Sep 24 19:10:48 +0000 2017,It's 3 pm I'm drunk off bourbon and I'm asking all the white folks why they hate black people and ignore systemic racism,43829061,Hate speech,0,n,KY,y
0,4936,3803,1,0,Sat Jul 16 03:49:53 +0000 2011,,Texas,Teeeeeeee,49831,i hate black,black,TTG_431,Sun Sep 24 18:45:44 +0000 2017,Bro I HATE when mfs who not BLACK try to act BLACK just cuz they around BLACK ppl #pleasestop,336335758,Hate speech,0,n,TX,y
2,1387,611,0,0,Wed Apr 22 14:20:50 +0000 2009,,"Orlando, Florida",Jean Valjameis,56788,i hate black,black,JeanValjameis,Sun Sep 24 18:44:19 +0000 2017,"""Cops shouldn't murder black people.""
""Totally Agree.""
""So I'm going to kneel.""
""But the flag.""
""But racism.""
""You hate America!""
""RACIST!""",34283739,Hate speech,-0.3818,n,FL,y
0,457,409,0,1,Tue Dec 13 17:19:28 +0000 2016,65382842,"Oklahoma, USA",FlyoverConservative,11526,i hate black,black,Smalltown_Voter,Sun Sep 24 18:24:49 +0000 2017,"@AugustEve2012 So... 
white cop kills white criminal - no biggie
white cop kills black criminal - hate
I think I understand it now.",8.09E+17,Hate speech,-0.3802,n,OK,y
1,5039,1320,0,0,Thu May 08 21:40:24 +0000 2008,,"Cincinnati, OH",Black Dove Invictus,103746,i hate black,black,Black_Dove,Sun Sep 24 18:24:15 +0000 2017,"If you were born by accident by two people who hate each other, who don't know why or what for, what can I do?
No, really?",14706239,Hate speech,-0.4195,n,OH,y
0,589,973,0,2,Wed Feb 04 05:48:32 +0000 2015,2898117058,"Charlotte, NC",Megan Jones?,9489,i hate black,black,sugamama316,Sun Sep 24 18:21:08 +0000 2017,@cordale10 @SportsCenter I hate these people bringing up black on black crime. Makes me ashamed to be white! Milita https://t.co/ZdagilABoq,3016481560,Hate speech,0,n,NC,y
0,288,274,0,0,Sat Jan 08 20:53:02 +0000 2011,,"Miami, FL",s t a c e y  ?,14813,i hate black,black,staceybeanz,Sun Sep 24 18:13:32 +0000 2017,"I hate when white ppl come around black ppl and start changing up the way they speak to fit in or to seem ""down"" have several seats Jan ?",235682668,Hate speech,-0.296,n,FL,y
0,4,106,0,0,Fri Jun 30 21:09:57 +0000 2017,,"Clearwater, FL",JosephGoins,110,i hate black,black,JosephG14544889,Sun Sep 24 18:07:47 +0000 2017,I know that some people simply hate the Fact that black people r still being murdered by white police or that racism is alive in America,8.81E+17,Hate speech,-0.3182,n,FL,y
0,58,63,0,2,Mon Feb 13 02:35:56 +0000 2017,7.60E+17,"Orlando, FL",??Orlandogirl??,613,i hate black,black,orlandoest77,Sun Sep 24 17:41:14 +0000 2017,@WontGetFooled1 @Bakari_Sellers Guess that why as a black woman  I married a white man! Because I hate white people https://t.co/kHh1bFpfJ9,8.31E+17,Hate speech,-0.6124,n,FL,y
1,575,220,0,0,Wed Dec 07 06:59:10 +0000 2011,,LA,Shaun,902,i hate black,black,weloveyoushaun,Sun Sep 24 17:37:23 +0000 2017,I hate black uncle toms. That's the worst kind of human,430486043,Hate speech,-0.1027,y,CA,y
1,968,1727,0,0,Wed Jun 04 16:25:53 +0000 2008,,"St. Petersburg, FL",Joe Bardi,6325,i hate black,black,joebardi,Sun Sep 24 17:05:33 +0000 2017,The manbaby president brought this on himself because his racist base needs black targets for their hate. Im with https://t.co/y7RmJ6ouYj,15006825,Hate speech,-0.8271,n,FL,y
0,684,699,0,5,Sat Feb 25 20:18:26 +0000 2017,1347065984,AMERICA,Allie Bija,6994,i hate black,black,AllieB1118,Sun Sep 24 17:03:36 +0000 2017,@IamShawnWilliam @chardunbar2 @shannonives3 @paulivpress @w_terrence I've met more black racists than any other rac https://t.co/ODFno6sxBe,8.36E+17,Hate speech,-0.7351,n,,n
1,391,514,0,2,Mon Feb 15 00:44:18 +0000 2016,8.23E+17,"Chicago, IL",Chad,4401,i hate black,black,ChadHallSafety,Sun Sep 24 16:59:28 +0000 2017,@_L_o_r_i_ @holdem00 Pathetic and  I'm sure the left and black players will make this about racist hate instead of https://t.co/Cs86srYFGo,4911163355,Hate speech,-0.8779,n,IL,y
1,12491,11801,0,3,Sat Oct 04 06:43:08 +0000 2014,8.60E+17,"Oregon, USA",Michelle O'Farish,13712,i hate black,black,meshell5683,Sun Sep 24 16:44:09 +0000 2017,"@MrTSmith81 @RasJefe @WalshFreedom I don't defend white supremacy, black supremacy, thuggery, violence, hate, discr https://t.co/DFhFJVyY12",2804019562,Hate speech,-0.2755,n,OR,y
7,1918,1608,0,2,Sun Jan 08 21:05:12 +0000 2012,2319339266,"Raymond, MS",Brian,1409,i hate black,black,Bad1960,Sun Sep 24 16:43:45 +0000 2017,"@MADE__USA @mannreagan Mrs. Kaepernick I do not hate your son because he is black I hate him for disrespecting our ??, Country, Veterans.",458693076,Hate speech,0,n,MS,y
0,89,325,0,2,Fri Nov 25 18:11:10 +0000 2011,451981713,"Texas, USA",Nick Borrego,262,i hate black,black,thenickborrego,Sun Sep 24 16:31:31 +0000 2017,@KoolMarkie @AP You may i dont but you hate him cuz youre black i dint like him because he the Atypical white guy j https://t.co/ttsMWMswlJ,421252874,Hate speech,0,n,TX,y
0,35,323,2,0,Fri Oct 09 14:43:35 +0000 2009,,"New Jersey, USA",William Brownstein,99134,i hate black,black,ILikeOldThings,Sun Sep 24 16:05:20 +0000 2017,"I stand for my country.
I stand behind #DonaldTrump.
I don't stand behind black people that hate our country. #USA?? https://t.co/t0IYVc9z3F",81123839,Hate speech,0,n,NJ,y
6,4076,1070,0,0,Sat Jun 10 12:07:01 +0000 2017,,"Milford, NH",BlackPilled Pete,31556,i hate black,black,BlackPilledPete,Sun Sep 24 14:51:47 +0000 2017,Stop treating black people as your pets. I fucking hate that. https://t.co/W6NrbRdF5D,8.74E+17,Hate speech,0,n,NH,y
0,673,188,0,2,Wed Sep 23 15:52:19 +0000 2009,267572807,Lake Minnetonka,Purified Bunny.,17349,i hate black,black,b_ambani,Sun Sep 24 14:49:27 +0000 2017,@ky_blanco @WalshFreedom First off i hate when white people say black peiple. Second how dare a white man call blac https://t.co/mfRzNLN7ad,76676839,Hate speech,-0.9344,n,,n
5,680,319,0,0,Mon Dec 29 20:05:56 +0000 2008,,New York City,Ben,189956,i hate black,black,Nebkreb,Sun Sep 24 14:15:15 +0000 2017,"""I only signed up for him to hate women, latinos and Muslims! Not the small percentage of black guys that worked fo https://t.co/tmDLLkH0Le",18457902,Hate speech,-0.1531,n,NY,y
