,# favorite of tweet,# followers,# following,# of hastags,# of mentions,# retweets of tweet,account creation date,in reply to,location,name,number of account tweets,phrase,race,screen name,time,tweet,user id
2513,1,3155,4986,0,0,1,Sun Aug 14 21:54:54 +0000 2016,,United States,Deplorable Red 🇺🇸,11242,coon are,black,EminemsMelt,Sun Sep 24 16:49:58 +0000 2017,"Because you are part black, you think you can call another black a coon, and not be considered a racist? WT actual… https://t.co/7wGrOlBZef",764943403482247168
2514,4,12986,14258,0,0,2,Fri Feb 20 17:41:23 +0000 2009,,"Toledo, Ohio",Mrs. Rutter ™,95888,coon are,black,lindarutter,Sun Sep 24 16:47:38 +0000 2017,"Coon.
You are one classy broad. https://t.co/lTQs19aDBl",21416153
2515,0,86,789,0,0,0,Sat May 21 04:49:08 +0000 2011,,"Bloomington, IL",EastlandSuitesHotel,131,coon are,black,Eastland_Suites,Sun Sep 24 16:29:34 +0000 2017,"Catering Manager/Wedding Coordinator, Liz Coon, &amp; Banquet Captain, Margaret Fitzgerald, are out at the 101.5 WBNQ... https://t.co/MBmu8NmUYb",302418672
2516,0,1285,632,0,0,0,Sun Apr 04 16:11:52 +0000 2010,,"Burnham, IL",Facts Kellerman,117487,coon are,black,Randtastic,Sun Sep 24 15:51:04 +0000 2017,Coons are gonna coon https://t.co/NGnRSwEgMi,129531484
2517,3,237,344,0,0,0,Sun Jul 10 23:58:28 +0000 2016,,"Las Vegas, NV",Nigzo Amore,2244,coon are,black,VegasZay,Sun Sep 24 15:33:46 +0000 2017,Ray Lewis the supreme coon out there kneeling disingenuously is why the Ravens are getting their ass beat and my parlay is fucked.,752290928178532352
2518,0,834,710,0,0,0,Wed Jul 02 00:36:40 +0000 2014,,"Buffalo, NY ",Eric The Fan,26183,coon are,black,EricTheFan316,Sun Sep 24 15:24:49 +0000 2017,"The terms ""coon"" and ""Uncle Tom"" are cancers to the African American community because it hinders free thinking.",2598819505
2519,0,277,1209,1,1,1,Sat Mar 28 18:44:43 +0000 2009,,Memphis & Atlanta ,Crown Me,4069,coon are,black,BornThreat_,Sun Sep 24 15:17:05 +0000 2017,After the coon comments made by @raylewis I'm surprised he's taking a knee.  Which side are you on? You can't be lukewarm.  #TakeTheKnee,27283276
2520,0,64,28,0,1,0,Wed May 24 03:12:17 +0000 2017,29065153.0,"Philadelphia, PA",Sreggin on,1476,coon are,black,Minister_Of_Kek,Sun Sep 24 15:16:20 +0000 2017,"@Mr1738 Anyone calling someone a coon is publicly announcing to the world they are a low IQ Dindu. Iz dat rayzust, nihgar?",867216656564711424
2522,0,418,421,0,1,0,Tue Aug 22 12:43:41 +0000 2017,185019826.0,"Trenton, MO",Grayson Kate Coon,241,coon are,black,coon_grayson,Sun Sep 24 15:12:09 +0000 2017,@issa I literally started crying u are my role model I love you so much thank u,899975362150617088
2523,0,655,456,0,0,0,Fri Sep 18 02:14:47 +0000 2009,,Fayetteville NC ,Ant,124624,coon are,black,yunGloCholla,Sun Sep 24 14:34:39 +0000 2017,Damn my tl is being taken over by blaccs that say coon niggaz are fuccin trash,75176592
2524,1,550,680,0,1,0,Thu Mar 31 04:53:35 +0000 2011,827200291.0,United States,Robb.,29249,coon are,black,___SAMO,Sun Sep 24 14:26:02 +0000 2017,@gopquay Man you a coon. You refuse to even see How blacks are disproportionately killed by police officers then any other race,274861131
2525,0,39,54,0,1,0,Sat Jan 05 02:53:13 +0000 2013,2557521.0,St. Louis,melvin alexander,10242,coon are,black,meldogg64,Sun Sep 24 14:23:59 +0000 2017,@espn Randy Moss you are a coon,1061987982
2526,0,5351,4165,0,3,0,Sun Jan 22 03:55:13 +0000 2012,1250518952.0,"Atlanta, GA",Kemet Speaks,144165,coon are,black,Nynetjer_AtenRa,Sun Sep 24 14:13:25 +0000 2017,@el_shahbaz @jemelehill @TideorDieChick I know you are a super COON ass slave minded weak man just from your disposition.,470762583
2527,0,1340,1183,0,1,0,Sat Oct 24 22:04:06 +0000 2009,29923501.0,"Milwaukee, WI",Care Barr,87797,coon are,black,ThisAintBarry,Sun Sep 24 14:04:38 +0000 2017,"@jazzyDsoPretty The NFL ratings are tanking because both sides aren't happy, the heck with this coon, I know every… https://t.co/dbOpMDqJ3j",84948644
2528,34,6314,2989,0,0,18,Sun Mar 08 06:46:08 +0000 2009,,"Newport Beach, CA","Todd Millionaire, JD",234285,coon are,black,toddmillionaire,Sun Sep 24 14:04:11 +0000 2017,I have helped countless black folks. Too many to name. Still do it everyday. And I’m a coon. But the thugs and victims are the real niggas,23285206
2529,1,3369,1240,0,0,1,Thu Mar 12 14:31:22 +0000 2009,,Earth,👑 Ghengis Kellz,379861,coon are,black,KMJeezy,Sun Sep 24 13:56:22 +0000 2017,It’s all about him. Coon ass en eye gee gee E are. He aint fooling nobody. I wouldnt even kneel with that bitch. https://t.co/kymBmSnjdP,23957179
2530,0,53,146,0,3,0,Wed Oct 14 01:39:33 +0000 2015,39334221.0,"Michigan, USA",Will Springstead,503,coon are,black,cirocmartel,Sun Sep 24 13:55:24 +0000 2017,"@pastormarkburns @SLandinSoCal @realDonaldTrump U are a fake prophet, that's why u are backing trump, coon",3886544772
2532,0,32,611,4,1,0,Sat Jun 27 12:53:48 +0000 2009,2871367661.0,"Baltimore, MD",sumar429,1432,coon are,black,Sumar429,Sun Sep 24 13:36:41 +0000 2017,@raylewis you are the biggest hypocrite. #whyareukneeling #TakethekneeNFL  #TakeTheKnee #coon,51429907
2533,0,778,754,0,0,0,Sun Jul 11 08:22:47 +0000 2010,,"Greensboro, NC",Stevie Lewis,46574,coon are,black,itsweeb_freak,Sun Sep 24 13:05:17 +0000 2017,Any black athlete who does not kneel today is a coon you are basically selling out your ppl for a check I can’t get behind you coons,165340878
2534,0,251,545,0,2,0,Mon Aug 03 11:31:41 +0000 2009,39334221.0,Virginia Beach,Aaron Picasso,8950,coon are,black,BigLilAaron,Sun Sep 24 13:00:52 +0000 2017,@pastormarkburns @realDonaldTrump Coon of the century with that comment. Dr King would be ashamed of you. How much… https://t.co/gff4prXcC1,62493744
2535,1,639,625,0,1,0,Fri Feb 03 03:22:42 +0000 2017,1114631166.0,Philly,Trumpservative,12176,coon are,black,ultramanflyer60,Sun Sep 24 12:10:50 +0000 2017,"@ConservaMomUSA Larry elder and Thomas sowell are missing on there..larry just recently was called a ""coon"".",827356610347560961
2536,0,680,1901,0,0,0,Mon Mar 19 20:34:45 +0000 2012,,West Palm Beach ,Truth Seeker,55798,coon are,black,xfilestrustno1,Sun Sep 24 11:54:10 +0000 2017,I really wonder where Ray Lewis and Jim Brown stands today?Omarosa is a Aunt Jemima bed wench and coon pastor Darre… https://t.co/xB9bYCQb3W,529705715
2537,0,680,1901,0,0,0,Mon Mar 19 20:34:45 +0000 2012,,West Palm Beach ,Truth Seeker,55798,coon are,black,xfilestrustno1,Sun Sep 24 11:47:29 +0000 2017,"We are already prepared for Trump to send his well paid sambo coons on Fox, MSNBC and CNN to defend his foolishness… https://t.co/S1OmKiT6Fi",529705715
2538,0,54,354,0,1,0,Mon Aug 06 16:53:21 +0000 2012,12326222.0,"Miami, FL",a.k.a. Mr. Typo,1379,coon are,black,Slick_Micky,Sun Sep 24 09:23:30 +0000 2017,"@RickyRawls I was a nerdy cornball back in the day. Still am in some ways, but never to the point being a coon. The… https://t.co/AKKJ0pBY1Z",741001490
2539,0,565,361,2,0,0,Sun Mar 22 05:13:33 +0000 2009,,"St.Louis,MO",GATSBEE,1702,coon are,black,BFlylistic,Sun Sep 24 08:19:08 +0000 2017,It's a #coon #negrobedwench epidemic out here. Pariahs and traitors are not welcomed back.,25784865
2540,2,3686,5001,0,0,1,Tue Feb 17 23:17:14 +0000 2009,,where you are not,It's me..QueenBee👑✊,43763,coon are,black,UndeniableQueen,Sun Sep 24 06:48:19 +0000 2017,I wonder what those sell outs who married demons gonna do..are they gonna take a knee or are they gonna coon and ma… https://t.co/94erDpIlhA,21144485
2541,0,935,1912,0,6,0,Wed Mar 31 13:47:58 +0000 2010,230341669.0,United States,Signal26,5965,coon are,black,signal26,Sun Sep 24 05:38:35 +0000 2017,@Tygr316 @apheliahes @khan_overkill @MarkDice @KingJames @StephenCurry30 Correct!  The coon asses are responsible for ain't!  Not Ebonics!,128223411
2542,0,95,264,0,2,0,Mon Sep 26 04:09:53 +0000 2011,8.003759467757076e+17,"Fallbrook, CA",enaz,2553,coon are,black,zanivason,Sun Sep 24 04:57:07 +0000 2017,@TheTweetwit @realDonaldTrump Donny and me are comin' up with some nice but diff runt uniforms. ya not goin' like e… https://t.co/6jJujSAVfJ,380138716
2543,1,2035,2542,0,1,1,Sun Jul 26 19:32:21 +0000 2015,8.60642115168215e+17,"Santa Barbara, CA",Coon-Doggie,18619,coon are,black,coon_doggie,Sun Sep 24 04:54:26 +0000 2017,"@LeahStClair1 Leah, evening and hope you are having a great weekend.  not tonight, feeling a 'little' dark 😎",3295902912
2545,0,4323,2673,0,0,0,Thu Apr 02 20:39:36 +0000 2009,28414994.0,"Savannah, GA",$ushi Battōsai,386872,coon are,black,A1SinceDayNone,Sun Sep 24 04:23:25 +0000 2017,I MEANT TIMES. FUCK. BUT STILL. HOW DUMB ARE THESE COON ASS NIGGAS. WHY DONT THEY GO TO THE WHITE HOUSE. OH I KNOW WHY,28414994
2546,66,340,817,0,5,4,Tue Aug 26 17:09:13 +0000 2008,50539506.0,"Los Angeles, CA USA",MJK,4624,coon are,black,mikekellogg,Sun Sep 24 03:28:28 +0000 2017,@Steffen124 @treunoitsme @proudblackfamil @FoxNews @WattersWorld If so we’d be hearing about how those views are wr… https://t.co/9Ek2h2eYSC,15999349
2547,0,48,213,0,0,0,Mon Mar 16 19:18:32 +0000 2009,,United States,S3,1562,coon are,black,NOOKY954,Sun Sep 24 03:21:05 +0000 2017,"NFLers, are you gonna be men or boys. We will be watching tomorrow, we will see if you have any dignity whatsoever.… https://t.co/qtg56THH7Y",24749168
2548,0,4268,2965,0,0,0,Thu Jul 16 04:55:36 +0000 2009,,"Ohio, USA",Resistance,353335,coon are,black,Sean_PA,Sun Sep 24 02:24:23 +0000 2017,When a coon thinks they are deep. https://t.co/L3q3CYUuZt,57247652
2549,0,76,258,0,1,0,Sat Apr 04 17:09:04 +0000 2015,204563745.0,The Sunshine State,THE DESTROYER,154,coon are,black,coon_daniel,Sun Sep 24 02:24:18 +0000 2017,@asimo3089 how much are the new cars gonna b?,3134492194
2551,0,85,633,0,1,0,Sun Mar 31 21:43:53 +0000 2013,195271137.0,"Crossville, TN",kenhall,2072,coon are,black,kenhll555,Sun Sep 24 01:21:10 +0000 2017,@larryelder FYI my father in law got a warning for using the word Coon on Facebook yet you are called that every day.,1319179255
2552,2,102,202,0,0,0,Fri Jul 07 16:48:23 +0000 2017,,"Forest Lake, MN",Minnesota Mullets,141,coon are,black,MulletsJrHockey,Sun Sep 24 00:08:35 +0000 2017,Boys are underway here in Coon Rapids!!! @ Coon Rapids Ice Center https://t.co/ZDgBE9ge42,883367101225988099
2553,0,92,372,0,1,0,Thu Mar 05 20:19:47 +0000 2009,66923871.0,"Atlanta, GA",Levi Springs IV,965,coon are,black,Springs4,Sat Sep 23 21:18:19 +0000 2017,@PARISDENNARD this woman wears a cheap pair of shoes 👠 1 day &amp; you think she get an award 🥇normally the shoes she w… https://t.co/saQnfoNfHl,22971890
2554,0,20,171,0,2,0,Fri May 24 05:18:40 +0000 2013,118845216.0,"Houston, TX",Boss_p.,51,coon are,black,diehard_BP,Sat Sep 23 20:55:50 +0000 2017,@SheriffClarke @realDonaldTrump Don't you have a plagiarized thesis to rewrite homeboy da fuck are you doing twitti… https://t.co/XJIyWwnlg8,1453301515
2556,0,1210,1243,0,0,0,Sun Feb 13 16:15:56 +0000 2011,,"Jet Life, TX",¥ Yung Pogba  ¥,53506,coon are,black,_IYungRonaldo,Sat Sep 23 20:30:48 +0000 2017,If every black player in the NFL don’t take a knee tomorrow they scared to fight back for what’s right so therefore you are a COON,251665183
2557,1,2035,2542,0,1,0,Sun Jul 26 19:32:21 +0000 2015,,"Santa Barbara, CA",Coon-Doggie,18619,coon are,black,coon_doggie,Sat Sep 23 20:14:27 +0000 2017,these are NOT the horns that @MarkKnopfler was talking about.  have an excellent afternoon / evening everyone: https://t.co/ieLjcgImsa,3295902912
2558,2,1109,249,2,0,1,Fri Sep 06 02:18:21 +0000 2013,,"Los Angeles, CA",Dante James,16025,coon are,black,verbal_riot,Sat Sep 23 19:37:37 +0000 2017,To all the BLACK players in the #NFL: It's your move! What are y'all going to do tomorrow? #TakeAKnee or coon out? https://t.co/zLQv6lalFC,1733689704
2559,0,32,98,0,0,0,Tue Aug 01 20:47:07 +0000 2017,,"Kansas, USA",septipliercringe 💚,1076,coon are,black,septipliersfan,Sat Sep 23 17:28:38 +0000 2017,How can someone who just finds a shipping account dm me and have the guts to call me the n word and coon? Are you fucking serious? Immature!,892486876682211328
2560,1,1791,974,0,0,1,Wed Nov 18 02:02:47 +0000 2009,,Houston,Morgan〰,155932,coon are,black,MiAmorMo,Sat Sep 23 16:43:06 +0000 2017,This shit has me hot bc it’s really grown ass men who are so fucking scared they rather coon out for the white man. Boss up lil bitches,90776550
2561,0,359,238,0,1,0,Mon Jun 08 07:19:13 +0000 2015,388464178.0,Massachusetts,TRAPGODMISSILE,8384,coon are,black,MISSILExMISSILE,Sat Sep 23 16:27:16 +0000 2017,"@ariee_l a lot of his points are valid. i'm just saying he's a coon for saying ""black privilege""",3312915892
2563,0,11,129,0,1,0,Fri Aug 18 00:22:37 +0000 2017,39334221.0,"Dallas, TX",Tavence,18,coon are,black,Tavence1,Sat Sep 23 15:23:41 +0000 2017,@pastormarkburns How is Operation Coon doing?You and that crackhead Darrel Scott are minstrels!!!!!,898339314899329024
2565,0,1048,635,0,2,0,Sat Apr 02 07:34:05 +0000 2016,7.811811208094106e+17,LA,LAKERS 2019-21 CHAMP,3841,coon are,black,leftyamarcc,Sat Sep 23 15:05:03 +0000 2017,@sympl_1 @BleacherReport Lels .. go read up on history .. stay on the left PLANTATION .. COON!! Blacks who are woke… https://t.co/4J49hhn7Ig,716166797343399936
2566,0,115,2,0,0,0,Tue Aug 23 17:55:52 +0000 2016,,"Twin Cities, MN",MissPaddleShare,152,coon are,black,MissPaddleShare,Sat Sep 23 13:10:31 +0000 2017,Coon Rapids Dam (West) stations are open. Go to https://t.co/klFYSe3yJC for availability. There is no bikeshare (yet) so plan accordingly.,768144739287781376
2567,0,1185,1306,0,1,0,Tue Apr 11 20:46:25 +0000 2017,7.546580445883638e+17,"Philadelphia, PA",DestroyTheGOP,16305,coon are,black,GenXResistance,Sat Sep 23 12:08:45 +0000 2017,"@NonAntiFascist YOU are a racist, white supremacist, coon, Uncle Tom, bigot.",851899257460273152
2568,0,510,978,0,1,0,Wed Jun 02 02:59:39 +0000 2010,118845216.0,philadelphia,tammeka,16362,coon are,black,tammeka32,Sat Sep 23 11:12:11 +0000 2017,"@SheriffClarke U are truly a disgusting, ignorant hypocritical coon. What did ur mother do 2make u hate her &amp; and u… https://t.co/mM7GKNdNzd",150896877
2569,0,261,303,0,0,0,Tue Mar 25 20:20:03 +0000 2014,,"Los Angeles, CA",ALL HAIL chief,16488,coon are,black,badthoughtsnow,Sat Sep 23 08:27:14 +0000 2017,The coon agenda is going to come to light. And all you black folks cosigning that shit are going to pay for it.,2411491802
2570,1,65,211,0,1,0,Sat Aug 08 04:26:33 +0000 2015,7.684049310784799e+17,The Edge,MakesSenseToMe,1256,coon are,black,Thoosevelt,Sat Sep 23 04:33:17 +0000 2017,@Alyssa_C_Coon What are your favorite foods?,3309318686
2571,0,4,0,0,0,0,Sun Nov 27 02:42:17 +0000 2016,,"Belmont, CA",Bella,130,coon are,black,BvePeppermint,Sat Sep 23 04:29:57 +0000 2017,"For 42 % you are: You are a Maine coon! 
you are intelligent and friendly, and often work hard to maintain a good grade.",802704064324595714
2572,0,10,14,3,2,0,Fri Dec 09 01:17:42 +0000 2016,2687790696.0,DC,Actual Obama,281,coon are,black,ChimpBoyObama,Sat Sep 23 04:25:27 +0000 2017,@histgeoblog @G_I_G_I75 Because coon IQs are too low. Why #BlackLivesMatter is a lie. Same with #BLM. #BLDMS becaus… https://t.co/boixhUw5ec,807031431973244928
2573,0,796,1055,0,0,0,Thu Apr 02 13:54:08 +0000 2009,,Houston,SweetitsDom,44733,coon are,black,DomDavison,Sat Sep 23 04:19:16 +0000 2017,"Curtis Coon,

Artists are supposed to grow. Clearly, you haven't grown as a man, you're still a boy. https://t.co/s5Wp7ESD75",28341189
2574,0,37,90,0,1,0,Mon Jul 24 04:57:36 +0000 2017,16948493.0,Philadelphia,Phillybull87,356,coon are,black,phillybull87,Sat Sep 23 04:18:35 +0000 2017,@tariqnasheed If you are a black player who continues to stand...ur officially a coon,889348818734645249
2575,0,95,574,0,1,0,Sat Nov 06 03:08:16 +0000 2010,3036935108.0,Central NJ,SyAnneBleu,1436,coon are,black,SyAnneBlue,Sat Sep 23 03:28:35 +0000 2017,@FakingDancy I have a Ragdoll.  More domestic looking than a Maine Coon.  I would love to have Maine Coon because they are so friendly.,212449481
2576,0,18,1,0,0,0,Tue Oct 04 01:38:43 +0000 2016,,"Salem, WI",Rachel Pries,12744,coon are,black,rachelpries,Sat Sep 23 02:41:52 +0000 2017,"And the throne is in the king tut exhibit. Ra's coon resident evil. They are lasered and enclosed in glass.  So, th… https://t.co/8CYHEkqIOA",783119121944813568
2577,2,889,2277,0,1,0,Sat Oct 24 03:09:43 +0000 2009,7.684049310784799e+17,Ohio,Dan Dismuke,2923,coon are,black,ddnews119,Sat Sep 23 02:03:51 +0000 2017,@Alyssa_C_Coon Grandparents are usually special.  They can give love without having to worry about discipline &amp; usu… https://t.co/5Mqkt8XBTo,84754228
2578,2,120,201,1,1,0,Sat Mar 26 06:25:17 +0000 2016,829822585.0,USA ,AFRICAN MAN,4296,coon are,black,DeAndrefuentesl,Sat Sep 23 01:25:25 +0000 2017,@AmberJPhillips #CBCFALC2017  are a bunch of filierbustering boot Lick's for zaddy. They will talk against black re… https://t.co/fnse8lHzXz,713612770894299136
2579,4,2899,895,0,8,0,Sat Aug 01 17:17:28 +0000 2009,8.496361374592246e+17,Newcago Island,Beige Dynamite,117521,coon are,black,DreadMighty,Fri Sep 22 22:25:28 +0000 2017,@ContraVersey @morriganthemage @VitruvianMonkey @GrafHeysoos @lolyering @100101010O10 @Future4Whites @iamwood79… https://t.co/tF9MpJdbZp,62075060
2580,0,61,12,0,0,0,Wed Aug 15 17:22:42 +0000 2012,,"Maple Grove, MN",Peter Westberg,420,coon are,black,peterwestberg78,Fri Sep 22 21:38:34 +0000 2017,"JV/C Team Tourney Info: 

JV- If you are playing singles, be at Coon Rapids at 7:45 am. Doubles players are at... https://t.co/yO3tPQ6GxQ",759789014
2581,0,423,389,0,1,0,Wed Apr 08 15:43:04 +0000 2009,26144974.0,Sacramento,Sledgo Peart,85822,coon are,black,BrixxisKING,Fri Sep 22 20:55:20 +0000 2017,"@iGLOBAL_DABOY I feel you,you know how much I love the game..Watching coon shit,im just saying we can’t knock ppl w… https://t.co/XlWrV7cAPd",29743057
2582,0,418,421,0,1,0,Tue Aug 22 12:43:41 +0000 2017,4285353973.0,"Trenton, MO",Grayson Kate Coon,241,coon are,black,coon_grayson,Fri Sep 22 20:04:08 +0000 2017,@CuteJungle Netherlands kids should be put in jail idc how old they are!!,899975362150617088
2583,0,7064,7269,0,2,0,Fri Feb 01 18:14:48 +0000 2013,1140362928.0,"Virginia, USA",steve,11440,coon are,black,SAS0620,Fri Sep 22 19:15:46 +0000 2017,"@TASDN3 @piersmorgan I'm out here daily setting a positive example and for that, I'm a coon. Are you really that simple?",1140362928
2584,0,7064,7269,0,2,0,Fri Feb 01 18:14:48 +0000 2013,1140362928.0,"Virginia, USA",steve,11440,coon are,black,SAS0620,Fri Sep 22 19:07:33 +0000 2017,"@TASDN3 @piersmorgan You, my brother, are free to be both ignorant and a slave. Don't call me a coon because I refu… https://t.co/exvmKkHn1c",1140362928
2585,3,310,295,0,1,0,Fri Apr 29 01:52:12 +0000 2011,,Nebraska.,Devon Coon,2296,coon are,black,devon_coon,Fri Sep 22 18:48:32 +0000 2017,.@Ronnie2K these servers are ass,289683827
2587,0,347,805,0,0,0,Mon Mar 16 22:00:19 +0000 2009,,"Phoenix, AZ",Leslie Styler,2108,coon are,black,LeslieStylerPro,Fri Sep 22 18:08:05 +0000 2017,"Here are two more photos for the Coon family and more posted on my blog: https://t.co/39DwNOjcuk
I... https://t.co/gDtREo72Bh",24779328
2588,1,1947,1395,1,0,0,Fri Aug 07 05:35:42 +0000 2009,,,J$kinny,214404,coon are,black,_qualeman91,Fri Sep 22 17:54:39 +0000 2017,I'm just here to remind y'all coon niggas the NFL ratings are down and #BoycottNfl2017 still strong,63649416
2589,1,183,225,0,0,0,Tue Jan 13 08:01:08 +0000 2009,,"San Francisco, CA",Paul Rosas,3620,coon are,black,PaulRosas,Fri Sep 22 17:48:22 +0000 2017,I went to visit a pair of kittens yesterday for adoption. These are some cute little Maine Coon kittens. https://t.co/vVRAkYNw29,18932630
2590,0,195,1431,0,0,0,Mon Nov 15 14:47:35 +0000 2010,,"North Carolina, USA",Patrick Kay,26607,coon are,black,tadthuggish,Fri Sep 22 16:44:41 +0000 2017,“Feelings are for the gays.” - “The Coon” https://t.co/K9W14ovBLE,216002773
2591,1,2637,1016,0,6,0,Wed Feb 11 01:59:57 +0000 2015,326853707.0,"Little Creek, VA",William Wallace,63325,coon are,black,WmWallace1911,Fri Sep 22 16:43:12 +0000 2017,"@VT_JizzyFingerz @Josh49395035 @theMelanoidS @DiddlyDupe @daringlogic @tariqnasheed Whole other topic Coon, token,… https://t.co/GENl2fYvbV",3029257097
2592,13,608,226,0,0,1,Wed Aug 06 19:37:11 +0000 2014,,"Anoka, Minnesota",David Law,301,coon are,black,DLawSuper,Fri Sep 22 15:27:56 +0000 2017,We are adding another elementary magnet school to the district in Coon Rapids.  Thank you Hoover staff for taking t… https://t.co/aQOplxzpNZ,2712826441
2593,1,260,534,0,1,0,Sat Feb 13 02:39:16 +0000 2010,8.390999171215114e+17,United States,Glenna,3315,coon are,black,glenkae,Fri Sep 22 14:29:11 +0000 2017,@BlueSea1964 Bet they are all black maybe we should just call it black ball instead of football or maybe just coon ball,113796936
2594,1,47,33,0,0,0,Sun Jan 22 16:32:12 +0000 2017,,United States,Luis🇺🇸,2020,coon are,black,Luisluisluislo,Fri Sep 22 14:23:04 +0000 2017,What a coon bitches are Gona walk all over this little kid send him to me so I can teach him the ways simple https://t.co/rxUnvxHY4v,823206639306231810
2595,34,1818,100,0,0,21,Fri Jan 13 05:52:24 +0000 2017,,"Seattle, WA",Blue Dream 🔹,3580,coon are,black,ayeyocheryl,Fri Sep 22 13:51:36 +0000 2017,"If these are ANY of your talking points, UNFOLLOW ME! Don't delay do it today! I don't want your coon energy in my… https://t.co/8ipqLyFMdQ",819784139813466112
2596,1,854,816,0,0,0,Sat Jul 02 06:59:07 +0000 2011,,"Atlanta, GA",Malik Shabazz,29083,coon are,black,Ja_feagin,Fri Sep 22 04:10:54 +0000 2017,Do not trust any black liberal..they are just as coon as right wing toms https://t.co/aJkhdFRnHB,327832117
2597,1,90,150,0,1,0,Wed Mar 30 16:32:44 +0000 2016,78109989.0,solitude,˗ˏˋ key–🥀,2471,coon are,black,t8hyung,Fri Sep 22 00:39:48 +0000 2017,"@ittybittypixie So many ppl are dropping bts , a lot of black stans nd ima feel alone or some type of coon if I stay with them",715215189197631488
2598,2,529,1369,0,1,0,Sat Mar 14 21:14:14 +0000 2009,25073877.0,"Nashville, TN",Anthony Coon,4494,coon are,black,anthony_coon,Thu Sep 21 22:39:42 +0000 2017,@realDonaldTrump Are you resigning? Because that would be a HUGE day.,24430950
2599,0,44,79,0,1,0,Fri Jan 14 02:38:40 +0000 2011,216299334.0,U.S.,Kyle,1681,coon are,black,standrkm,Thu Sep 21 22:30:14 +0000 2017,@piersmorgan Blacks are calling each other Coon now too...what's up with that? That's only second to the N word.,237979689
2600,0,4,85,0,1,0,Wed Sep 20 16:45:08 +0000 2017,40891771.0,United States,Twungcode,67,coon are,black,twungcode,Thu Sep 21 20:44:20 +0000 2017,@WhitlockJason hey fat coon. How are you,910545370408787968
2601,0,226,60,0,1,0,Wed Oct 06 00:30:12 +0000 2010,40891771.0,"Buffalo, NY",Ralph Finney,4855,coon are,black,r_finney716,Thu Sep 21 18:30:07 +0000 2017,"@WhitlockJason dude you're really a COON. I used to watch SFY only bcuz Colin, ion watch the BS no more man. You. Are. A. Complete SELLOUT!",199085989
2602,11,5733,6008,0,0,3,Wed Aug 24 11:09:46 +0000 2016,,United States,Catholic Queen 👑,1952,coon are,black,Alyssa_C_Coon,Thu Sep 21 18:27:57 +0000 2017,Which one are you?,768404931078479872
2603,0,5733,6008,0,1,0,Wed Aug 24 11:09:46 +0000 2016,59533471.0,United States,Catholic Queen 👑,1952,coon are,black,Alyssa_C_Coon,Thu Sep 21 18:14:39 +0000 2017,"@Copperllama Again, state problem.

Other cities of our state are working together to help Flint.

Besides that, th… https://t.co/WIcy27JeKn",768404931078479872
2604,0,363,671,0,1,0,Wed Jul 21 20:29:39 +0000 2010,165043633.0,The Block,Timofy,8159,coon are,black,trock0407,Thu Sep 21 17:58:22 +0000 2017,"@Brian_Carey18 ❤️they are wily, They are cute. How they can use their hands and walk on their hind legs. Plus the c… https://t.co/T66DnZY1tL",169212615
2605,21,5733,6008,0,0,1,Wed Aug 24 11:09:46 +0000 2016,,United States,Catholic Queen 👑,1952,coon are,black,Alyssa_C_Coon,Thu Sep 21 17:53:02 +0000 2017,"Liberals VIOLATE every rule on instagram. Yet, theyre NEVER kicked off. Conservatives FOLLOW every rule; we ARE kic… https://t.co/TzCqpV89Da",768404931078479872
2606,0,621,1910,0,1,0,Tue May 31 18:21:04 +0000 2011,7.533339256326717e+17,"Potsdam,NY",Amanda Ames,7981,coon are,black,AmandaAmes1,Thu Sep 21 16:19:50 +0000 2017,@nachoflay are you a main coon? :),308618048
2608,38,5733,6008,0,0,7,Wed Aug 24 11:09:46 +0000 2016,,United States,Catholic Queen 👑,1952,coon are,black,Alyssa_C_Coon,Thu Sep 21 13:11:55 +0000 2017,"""If any man preaches any other Gospel unto you than that ye have received, let him be accursed” (Gal 1: 9). 

Protestants are accursed.",768404931078479872
2609,0,13,58,0,2,0,Tue Apr 09 00:43:41 +0000 2013,95729357.0,"Dallas, TX",Chris ,2655,coon are,black,chrisvader316,Thu Sep 21 02:09:29 +0000 2017,"@AdviseShowMedia @juicemanz_jama Then to Phil you are nothing .more than a coon to ""white supremacy"". Phil wants no… https://t.co/pjLoUdxr6x",1337967656
2610,0,527,360,0,0,0,Wed Jun 03 21:18:05 +0000 2015,,Wisdom,Genius Status,58850,coon are,black,ADlegalmoney,Thu Sep 21 02:04:39 +0000 2017,"Speaking of the words ""Coon"" and ""Uncle Tom"", when are those words gonna be buried? They sound Dated and Old Fashion",3307415973
2611,0,26,202,0,2,0,Sat Dec 19 03:46:21 +0000 2015,3124100248.0,"Birch Run, Mi",ManBearPig,340,coon are,black,lake_bennett,Thu Sep 21 02:02:16 +0000 2017,"@manbeck_jason @CPyles8 Jden Cox, Nick Gwiazdowski, Adam Coon Are All Better than Anyone Zains Beat",4531510096
2613,3,126,14,0,0,0,Sat Jul 26 22:45:16 +0000 2008,,"Loveland, CO",RoadNarrows,306,coon are,black,RoadNarrows,Thu Sep 21 00:33:18 +0000 2017,Bill Coon and Kim Wheeler from RoadNarrows are in Vancouver for ROSCon2017 and IROS!,15615093
