# favorite of tweet,# followers,# following,# of hastags,# of mentions,# retweets of tweet,account creation date,in reply to,location,name,number of account tweets,phrase,race,screen name,time,tweet,user id,Classification
0,22,19,0,1,0,Wed Oct 19 00:46:50 +0000 2016,69020299.0,USA!,the good life,2360,coon,black,joe_blev,Mon Sep 25 16:20:03 +0000 2017,"@MrMichaelLee Racism is calling a black conservative a coon, uncle Tom, etc...",788541882989174784,Hate speech
1,1246,1380,0,0,0,Wed Mar 23 06:17:00 +0000 2011,,NYC,Glo,94788,coon,black,PutEmInCaskets,Mon Sep 25 16:16:47 +0000 2017,This nigga is a coon... https://t.co/K00Vxtoiq5,270761658,Hate speech
0,529,281,0,0,0,Sun Nov 29 02:48:43 +0000 2009,,"Inglewood, CA",Dre,22486,coon,black,Andreforthought,Mon Sep 25 16:14:55 +0000 2017,Ray Lewis coon ass got on both knees yesterday! Lol smh,93310300,Hate speech
0,173,379,1,2,0,Sun Nov 22 16:39:20 +0000 2009,86355237.0,"Brooklyn, NYC",Tarik W. Croft,5500,coon,black,madsdad_ny,Mon Sep 25 16:13:40 +0000 2017,@IAmJaySutton @raylewis this nigga is the biggest coon since #bencarson,91820843,Hate speech
0,37,83,0,0,0,Sun Apr 01 06:06:14 +0000 2012,,Aurora CO,PyroGz,1078,coon,black,PyroGz5280,Mon Sep 25 16:13:06 +0000 2017,How to successfully be labeled a coon 101 https://t.co/VYW7MY6yBB,542289034,Hate speech
1,3439,146,0,2,0,Tue Apr 05 18:42:23 +0000 2011,616737225.0,"Atlanta, GA",Chrissy Manuel,9582,coon,black,Cmanuelart,Mon Sep 25 16:11:42 +0000 2017,@atDavidHoffman @TheFliestPlane Ben Carson coon ass,277617299,Hate speech
0,3,108,0,1,0,Sat Aug 12 17:54:13 +0000 2017,18313747.0,Pittsburgh pa ,A pgh man,341,coon,black,dickbal23784003,Mon Sep 25 16:10:40 +0000 2017,@HARRISFAULKNER So disappointed your always the token coon on Fox to bring up Chicago,896429631154335745,Hate speech
0,61,326,0,1,0,Mon Nov 02 22:14:31 +0000 2015,68786791.0,,Crime Doesn't Pay,458,coon,black,crimedoesntpay1,Mon Sep 25 16:08:13 +0000 2017,@mvp86hinesward cooking for no reason it’s about police brutality not the flag you coon,4100187561,Hate speech
0,586,460,0,0,0,Fri Mar 21 16:35:40 +0000 2014,,"Decatur, GA",Master Sensei Trip🥋,28815,coon,black,__trip,Mon Sep 25 16:06:31 +0000 2017,Aye y’all chill on my coon ahh Qb 😭😭,2401833907,Hate speech
0,2885,448,0,1,0,Wed Sep 19 23:11:51 +0000 2012,40056590.0,"Austin, TX",R. Jones,8428,coon,black,robertjonesLB55,Mon Sep 25 16:06:29 +0000 2017,"@thecoreyholcomb Corey I haven't been watching the news that closely. What's up with This Ray Lewis thang, coon? Give me the 411",834311960,Hate speech
0,149,128,0,1,0,Fri Jul 07 03:42:13 +0000 2017,355859698.0,"Atlanta, GA",🗣still grown.,4237,coon,black,bhelsayyy,Mon Sep 25 16:05:33 +0000 2017,@AustonForTrump lmao and what are those “values and ideas” coon?,883169255390416896,Hate speech
0,214,0,0,0,0,Tue Apr 24 19:16:33 +0000 2012,,Maine,Uncle Henry's Pets,57988,coon,black,uh_pets,Mon Sep 25 16:02:59 +0000 2017,Maine coon kittens 2 male little over 8 weeks old beatiful friendly loving kittens both blue ta... https://t.co/cn4Caa6aZM,562352310,Hate speech
0,214,0,0,0,0,Tue Apr 24 19:16:33 +0000 2012,,Maine,Uncle Henry's Pets,57988,coon,black,uh_pets,Mon Sep 25 16:02:09 +0000 2017,Maine coon kittens 2 male little over 8 weeks old beatiful friendly lovin... https://t.co/cn4Caa6aZM https://t.co/6ICl62IzMQ,562352310,Hate speech
0,1396,768,0,0,1,Sun Nov 22 07:26:21 +0000 2009,,"Miami, FL",Clizzy,140493,spook,black,CliffoDee,Tue Sep 26 14:15:59 +0000 2017,Man spook had on all brown and a nigga told him he look like a loaf of bread 😭 https://t.co/CZHJIxhHNV,91744661,Hate speech
0,26,88,0,2,0,Fri Aug 25 02:34:54 +0000 2017,7.979315063792599e+17,United States,Michael.B,198,spook,black,CassidyVP119,Tue Sep 26 03:28:38 +0000 2017,@MikeB661 @robert_dewd Oh fuck that gave me a spook. It’s like opening a door to Frankenstein’s monster. 💀,900909319008395264,Hate speech
0,48,209,0,0,0,Wed Jun 24 21:27:25 +0000 2015,,"San Jose, CA",Fred0527,2789,spook,black,Fred0527,Mon Sep 25 22:24:32 +0000 2017,"U do know that WH MUSLIM COLORED BOY ODUMBO was the 1st MUSLIM pres don't u
I'd love to smack that spook right in h… https://t.co/PQUBdymQGS",3254992285,Hate speech
1,1186,146,0,1,0,Tue Aug 27 18:47:53 +0000 2013,726976597.0,South Florida,isa,15681,spook,black,brklynbabyy,Mon Sep 25 02:05:01 +0000 2017,@spook_y_ I really grew up with this fucking show https://t.co/6aMondVUv8,1705394737,Hate speech
10,4838,3196,0,1,7,Sun Jun 20 21:44:11 +0000 2010,,"Washington, DC",Artiium Muhammad™,103653,spook,black,MuslimsLuvJesus,Sun Sep 24 17:44:04 +0000 2017,After hearing Bro @BrotherNuri tear up the spook God myth and reveal the white supremacy in Christianity....Negros… https://t.co/6gpZ9Z95dU,157781870,Hate speech
1,2734,2089,0,1,0,Fri Oct 24 19:12:52 +0000 2008,359583705.0,"Chicago, IL",bea,75400,spook,black,beenCrown,Sun Sep 24 16:24:08 +0000 2017,@W_S__ Riiiiight and you're jst a spook not even at the door for us. Jst a house nigga,16954803,Hate speech
0,5,96,0,1,0,Sat Jun 17 00:27:15 +0000 2017,35586563.0,"everywhere, USA",NeeWang-Slu,15,spook,black,agenttroll007,Sun Sep 24 14:12:37 +0000 2017,@jemelehill naah... that coon still a fuckn house nigga.... bitch ass spook.. don’t try to be down now.. keep shuckin and jivin,875872432518823936,Hate speech
0,12,86,0,2,0,Tue Jun 07 02:24:51 +0000 2016,23083404.0,"Washington, DC",Obama is a Muslim,58,spook,black,confessyoursin5,Sat Sep 23 15:56:12 +0000 2017,@KingJames @StephenCurry30 Go die you fuckin spook!,740006577214611456,Hate speech
0,54,420,0,3,0,Sat Aug 05 17:28:54 +0000 2017,537709549.0,"Washington, DC",Wade Garrett,519,spook,black,WadeGarrett1776,Sat Sep 23 14:53:44 +0000 2017,@LauraLoomer @Twitter @jack Can you criticize Jews? Seems like a certain CIA spook was bashed for telling the truth about (((neocons))),893886546105053184,Hate speech
0,646,858,0,2,1,Thu Apr 30 23:20:28 +0000 2009,2803839632.0,"Baltimore, MD",Apostle Kinji Scott,7403,spook,black,KinjiPS,Sat Sep 23 13:12:11 +0000 2017,@AttorneyCurlett U dont want a nigger to win. U rather lose to @thiru4baltimore than a spook like Ivan and Marilyn.… https://t.co/QFmzthwH2g,36808473,Hate speech
3,1128,595,0,0,1,Fri Jun 06 16:10:07 +0000 2014,2550392606.0,"Austin, Tx",Biggidy Boss,27776,spook,black,turrible_tao,Fri Sep 22 04:39:55 +0000 2017,"lived in china till 30 literally a spook for china and whenever anyone is all ""dude your a fuckin foreign spook bro"" he calls them racist",2550392606,Hate speech
1,429,1999,1,0,0,Fri May 29 10:38:11 +0000 2009,,"Minneapolis, Minnesota",Michael Ritchie,4998,spook,black,retorikku,Thu Sep 21 22:35:05 +0000 2017,"White power! But don't come too close, because you'll trigger and spook us with your diversity. Bunch of white snowflakes. #TYTLive",43308558,Hate speech
0,65,47,0,0,0,Fri Aug 31 06:39:02 +0000 2012,,"bakersfield, ca",Charlie Prince,7938,spook,black,CharliePrinceXO,Thu Sep 21 21:27:40 +0000 2017,"y'all niggas do realize there's a difference between a spook and spade, right?",793250155,Hate speech
0,230,532,0,0,0,Tue Jan 19 18:17:57 +0000 2016,,"Bakersfield, CA",Crown Prince Records,3137,spook,black,CrownPrinceHD,Thu Sep 21 21:27:37 +0000 2017,"y'all niggas do realize there's a difference between a spook and spade, right?",4784988668,Hate speech
1,74,490,0,1,0,Fri May 04 04:46:31 +0000 2007,622024793.0,"Palo Alto, California",BornFree,7853,spook,black,cwcpr,Thu Sep 21 20:34:50 +0000 2017,@ValeriePlame Wow. Such vitriolic hatred of Jews. You would have been a perfect spook if you weren’t so incompetent.,5758572,Hate speech
13,23732,15197,0,2,12,Fri Aug 31 18:22:10 +0000 2012,,"Chesapeake, VA. ",SNITFIT,69535,porch monkey,black,Snitfit,Tue Sep 26 03:10:59 +0000 2017,"Sad that the lib porch monkey, @CoachTomlin shuts down a true American hero's freedom of speech. Fuck the @steelers! https://t.co/bhPB4JlAky",794401550,Hate speech
0,3409,712,0,0,0,Wed Jun 13 18:20:49 +0000 2012,607436839.0,"Syracuse, NY",Sabby,63977,porch monkey,black,Sabrinaa_Harris,Mon Sep 25 14:25:07 +0000 2017,"Getting called nigger and porch monkey and just ""black girl"" and kids laughing at my ""Afro"" and skin tone",607436839,Hate speech
5,1573,2983,0,0,3,Mon May 20 19:52:24 +0000 2013,,United States,🇺🇸 Jeff Bauer 🇺🇸,14887,porch monkey,black,JsVeteran,Sun Sep 24 22:33:10 +0000 2017,Eat my hairy white ass you mulatto porch monkey. https://t.co/GoeX5VghQy,1444651477,Hate speech
0,206,265,0,3,0,Wed Dec 16 07:38:40 +0000 2009,8.51943179599446e+17,"Calgary, Alberta",d ho,3106,porch monkey,black,DarcyHaughian,Sun Sep 24 00:17:01 +0000 2017,"@BrianHa73775244 @metaquest @realDonaldTrump Calls someone racist, then calls them a porch monkey.  Just a special kind of stupid you are.",97160468,Hate speech
0,752,582,0,0,0,Sun Mar 06 14:17:24 +0000 2016,7.06483826839724e+17,"Columbus, OH🕺🏾",Jaden,8391,porch monkey,black,Jadenhairs3,Sun Sep 24 00:04:56 +0000 2017,Next thing you kno he going to be saying “nigga” or “nigger” or “coon” or “porch monkey”,706483826839724034,Hate speech
1,904,601,0,0,0,Fri Jan 06 23:47:54 +0000 2012,,"Cleveland, OH",Colb,77409,porch monkey,black,__Colb__,Fri Sep 22 17:08:46 +0000 2017,My cousin called one of our niggas a porch monkey in our group message 10 minutes ago and I’m still laughing at that shit bruh I’m crying. 😩,457048099,Hate speech
0,373,294,0,0,0,Fri Feb 25 02:03:26 +0000 2011,257261957.0,atl,scarface☠️©,15949,porch monkey,black,sirdior_,Thu Sep 21 23:41:42 +0000 2017,"I used to get team killed in spawn for being black.
I used to get kicked from games for being black.
“Nigger, coon, porch monkey”",257261957,Hate speech
4,2727,911,0,0,1,Wed May 18 02:21:28 +0000 2011,,Broward ,cha🌻,202303,porch monkey,black,trvlyblessed_,Wed Sep 20 22:19:40 +0000 2017,Dumb niggas date white hoes then get on here and cry about how she called them a nigger porch monkey when she got mad. We warned you bro.,300619532,Hate speech
0,1070,631,0,1,0,Wed Jul 06 15:49:26 +0000 2011,63654990.0,Phoenix ,Tully,127988,porch monkey,black,TullyBeChillin,Wed Sep 20 22:02:36 +0000 2017,"@FlightSkillz Nigga have a bad game, he get home and his queen calling him a porch monkey im cryinggggggg",330414356,Hate speech
1,1933,2085,0,1,0,Sun Apr 05 20:16:06 +0000 2009,8.375550841961103e+17,"San Antonio, Texas",BRAD RADCOCK,109188,porch monkey,black,Stuntastic210,Tue Sep 19 01:28:15 +0000 2017,"@BlendedUniverse Him: Say that shit 1 mo time

Her: Nigger, porch monkey, jiggaboo

Him: https://t.co/96QROhz3Gy",29054320,Hate speech
0,385,209,0,0,0,Wed Jul 25 05:22:12 +0000 2012,,Lakewood WA,qui*,11448,spade,black,Marquilee1,Tue Sep 26 16:16:43 +0000 2017,David spade nigga? https://t.co/gbmqv5QiaR,715526376,Hate speech
0,703,687,0,0,0,Sun Aug 07 21:19:56 +0000 2011,,"Newark, NJ",Keyoncé,19708,spade,black,KikiGilly2,Tue Sep 26 15:30:32 +0000 2017,😂 EXACTLY! So I need these people to call a spade a fucking spade! https://t.co/8CKJfo6ES5,350487357,Hate speech
0,493,1839,0,0,0,Tue Nov 16 14:53:47 +0000 2010,,philadelphia,Philip Semen Hofmore,11636,spade,black,MeOnTheShowUs,Tue Sep 26 02:20:38 +0000 2017,Black racist biased MSM. There. I said it. We all know it exists. You've tried shaming us. Time to call a spade a s… https://t.co/SPDK6MMCe8,216372278,Hate speech
0,1206,278,0,0,0,Thu Apr 23 23:46:33 +0000 2009,,Los Angeles/New York,SHVONALAVETTE,5545,spade,black,SHVONALAVETTE,Tue Sep 26 01:18:19 +0000 2017,i'm calling a spade a spade white people do not like when black people are proud to be black unapologetically! Period,34774870,Hate speech
0,1352,717,0,0,0,Sun Jun 21 23:27:27 +0000 2009,,"Fresno, CA",The_Drip,61352,spade,black,The_Drip,Tue Sep 26 00:25:10 +0000 2017,Nigga that’s David spade https://t.co/lyD8DFEZAX,49465464,Hate speech
0,1938,946,0,1,0,Thu Dec 16 12:13:21 +0000 2010,54510480.0,Durbs by the sea,Charlie,86311,spade,black,CPK3,Mon Sep 25 16:20:58 +0000 2017,@andtowns If the pizza can’t move on the spade you’re fucked really. Semolina on the spade and it’s like ball bearings,227280281,Hate speech
0,451,774,0,3,0,Mon Jan 04 17:02:25 +0000 2010,20109439.0,"Los Angeles, CA",Skylar Ezell,14161,spade,black,Skylar_Writer,Mon Sep 25 15:24:00 +0000 2017,"@KateBolduan Chyle, Donald Trump IS a racist and a white supremacist. It's BEEN time to call a spade a spade. @keithboykin @CNN",101808963,Hate speech
0,215,144,0,0,0,Wed Oct 28 15:54:12 +0000 2009,85846620.0,Canada,Matthew Bellissimo,4106,spade,black,MattBellissimo,Mon Sep 25 13:12:27 +0000 2017,...literal fucking Nazis marching in America. So no. Call a spade a fucking spade when you see the spade.,85846620,Hate speech
0,185,537,0,2,0,Sat Dec 01 19:52:21 +0000 2012,16628062.0,Chicago,Raphael Nelson,978,spade,black,RaphaelNelson,Mon Sep 25 04:08:40 +0000 2017,"@cnevarez @JoyAnnReid Nah, I call a spade a spade. And you and your moronic idol in Trump are racists. Deal with it racist.",983211840,Hate speech
0,1,11,3,0,0,Mon Sep 25 22:26:22 +0000 2017,,"North Carolina, USA",GOP Teens,7,jews,jews,theGOPteens,Tue Sep 26 16:52:32 +0000 2017,"#teens: Why burn #fossilfuels, when you can burn #jews?",912443187150671873,Hate speech
0,47,104,0,1,0,Mon Mar 27 00:08:28 +0000 2017,37836873.0,Israel,Immortal.,1321,jews,jews,immortalshyne,Tue Sep 26 16:49:37 +0000 2017,@LILBTHEBASEDGOD Yes true but antisemitism towards jews is horrible in rap music. Stop blaming a whole generation o… https://t.co/r2cwRgdgkl,846151900202356737,Hate speech
0,658,303,0,2,0,Wed Aug 05 05:16:53 +0000 2015,8.594493727859016e+17,"Virginia, USA",ribbon bastard,17119,jews,jews,PixlSheep,Tue Sep 26 16:48:46 +0000 2017,"@red9898roger @RobertPicardo I'm guessing a ""right venue"" for you is an alt right telling people that ""jews will not replace you""?",3403753307,Hate speech
0,313,139,0,2,0,Tue Nov 22 16:17:13 +0000 2011,428333.0,"Toronto, On. Canada",john beechy,360969,jews,jews,JohnBeechy,Tue Sep 26 16:29:29 +0000 2017,@cnnbrk @POTUS is controlled by the muslims of turkey now.. and the jews will suffer for that relationship pays the Potus well; in cash!,418815175,Hate speech
0,313,139,0,1,0,Tue Nov 22 16:17:13 +0000 2011,428333.0,"Toronto, On. Canada",john beechy,360969,jews,jews,JohnBeechy,Tue Sep 26 16:25:34 +0000 2017,@cnnbrk if the Americans want to end terrorism.. move the embassy to Big J and allow for all types to visit the embassy.. not just jews,418815175,Hate speech
0,552,552,0,0,0,Sat Jan 19 20:54:16 +0000 2013,,"Hebron, ND",ATHEIST PimplePopper,2364,jews,jews,qtm261,Tue Sep 26 16:09:59 +0000 2017,jews and moslems have blind and deaf and naked faith in an evil demonic bacteria.....,1104641480,Hate speech
0,49,91,0,3,0,Wed Dec 21 15:38:50 +0000 2016,4395567861.0,United States,Ahmad Qubbaj,2409,jews,jews,qubbajBG,Tue Sep 26 16:09:15 +0000 2017,@Tal_Matan1 @D10ny5u5 @AFP And can have their houses taken for jews https://t.co/Jt2vRFsTsI,811596800410976258,Hate speech
0,49,91,0,3,0,Wed Dec 21 15:38:50 +0000 2016,4395567861.0,United States,Ahmad Qubbaj,2409,jews,jews,qubbajBG,Tue Sep 26 16:06:11 +0000 2017,@Tal_Matan1 @D10ny5u5 @AFP Hey you. Arabs are semite. So they cant be anti semitic. And saying only jews are semite… https://t.co/UvcFvC7gkc,811596800410976258,Hate speech
0,552,552,0,0,0,Sat Jan 19 20:54:16 +0000 2013,,"Hebron, ND",ATHEIST PimplePopper,2364,jews,jews,qtm261,Tue Sep 26 16:01:03 +0000 2017,stupidity supreme champions describes jews and moslems and crustians....,1104641480,Hate speech
0,696,298,0,0,0,Fri May 20 16:07:44 +0000 2011,,"Manhattan, NY",lizzie logan,3749,jews,jews,lizzzzzielogan,Tue Sep 26 15:58:52 +0000 2017,i'm not offended but there's a bizarre amount of jokes about jews on the mindy project,302100980,Hate speech
0,25,81,0,0,0,Thu Jan 05 12:09:20 +0000 2017,,IBX Swamplands,simpleman,1126,jews,jews,simpleman252,Tue Sep 26 15:58:37 +0000 2017,Fake jews Acts 26 21,816979893145714689,Hate speech
0,552,552,0,0,0,Sat Jan 19 20:54:16 +0000 2013,,"Hebron, ND",ATHEIST PimplePopper,2364,jews,jews,qtm261,Tue Sep 26 15:53:58 +0000 2017,jews and moslems are almost as retarded as republicans.....,1104641480,Hate speech
0,49,91,0,3,0,Wed Dec 21 15:38:50 +0000 2016,4395567861.0,United States,Ahmad Qubbaj,2409,jews,jews,qubbajBG,Tue Sep 26 15:52:23 +0000 2017,"@Tal_Matan1 @D10ny5u5 @AFP Ask the hundreds of Palestinian jews who were kicked out in 1948,49,59,52 because they d… https://t.co/QT4Z9MnPF5",811596800410976258,Hate speech
0,552,552,0,0,0,Sat Jan 19 20:54:16 +0000 2013,,"Hebron, ND",ATHEIST PimplePopper,2364,jews,jews,qtm261,Tue Sep 26 15:52:10 +0000 2017,jews started christian church and now look at how much money they get....!@#$%^&amp;*(&amp;^%$,1104641480,Hate speech
0,49,91,0,3,0,Wed Dec 21 15:38:50 +0000 2016,4395567861.0,United States,Ahmad Qubbaj,2409,jews,jews,qubbajBG,Tue Sep 26 15:51:30 +0000 2017,@Tal_Matan1 @D10ny5u5 @AFP Not to kill jews. Jews have lived in peace with Arabs for years. Until the European and American zionists came,811596800410976258,Hate speech
0,552,552,0,0,0,Sat Jan 19 20:54:16 +0000 2013,,"Hebron, ND",ATHEIST PimplePopper,2364,jews,jews,qtm261,Tue Sep 26 15:51:21 +0000 2017,jews are good at lieing on Friday = good friday !!!!!,1104641480,Hate speech
0,552,552,0,0,0,Sat Jan 19 20:54:16 +0000 2013,,"Hebron, ND",ATHEIST PimplePopper,2364,jews,jews,qtm261,Tue Sep 26 15:38:58 +0000 2017,jews and moslems do not eat pork because god is a SOW fucker....!!!!,1104641480,Hate speech
0,474,200,0,1,0,Sat Oct 10 19:06:56 +0000 2015,56567360.0,"West Palm Beach, FL",Malik Leigh Esq.,498,jews,jews,M_WatsonLeigh,Tue Sep 26 15:38:21 +0000 2017,"@Staircase2 It's like how the Israelis treat Palestinians or worse, real jews from Somalia and Ethiopia. Euro Jews… https://t.co/kakt5axiKC",3920834175,Hate speech
0,214,440,0,1,0,Fri Jan 06 14:06:30 +0000 2017,291967580.0,Ohio,🚁Ed aus Ohio👌,1042,jews,jews,EDausOHIO,Tue Sep 26 15:34:21 +0000 2017,@CarolynEmerick So (((they're))) admitting that jews look like goblins?,817371767027089409,Hate speech
0,267,17,0,0,0,Tue Nov 04 01:53:42 +0000 2014,,"Austin, TX",90's african kid,17042,jews,jews,TRUE_TEXAN_,Tue Sep 26 15:28:36 +0000 2017,jews are ugly 😡😡😡,2859753123,Hate speech
0,197,237,0,1,0,Mon Aug 25 03:49:16 +0000 2014,7.062779857211965e+17,Nowhere,Zeke,6168,jews,jews,Ezekial_Noone,Tue Sep 26 15:20:14 +0000 2017,"@molratty Is it

is it the jews?",2765206075,Hate speech
0,247,180,0,0,0,Sat Oct 03 15:41:48 +0000 2015,,"New Jersey, USA",I_Rebel,17662,jews,jews,Daniel2Wolves,Tue Sep 26 15:13:51 +0000 2017,"Hitler made jews wear a yellow star, maybe we should do similar for racists that dont wear klan robes? 🤔 https://t.co/dE8gLQj2Xy",3853589176,Hate speech
1,2213,1709,0,3,0,Thu Jul 09 20:53:13 +0000 2015,9.114378977101373e+17,"Small town, USA",Atheist Cherry 🍒,68661,jews,jews,GiveMeSprinkles,Tue Sep 26 15:13:44 +0000 2017,@JackShappord @AltSwitters @johnramos91 I'm not going around preaching about jews. For now I want White folks to ge… https://t.co/OvMf1HmEYp,3273338030,Hate speech
0,271,283,0,2,0,Sun Jun 08 17:55:05 +0000 2008,3380282686.0,"brooklyn, ny",adina,10566,jews,jews,thesourie,Tue Sep 26 15:13:38 +0000 2017,@talkRADIO @JuliaHB1 just because you hate jews doesn't mean you hate jews! /s,15048457,Hate speech
0,2704,4947,3,0,0,Mon Jul 21 05:24:18 +0000 2014,,"New York, NY",SHTICKLER,35265,jews,jews,shtickler,Tue Sep 26 15:06:33 +0000 2017,Fashion's Newest Must-Have Accessory? That Goofy Old Israeli Hat.: https://t.co/vwN8ykEjKB #jews #jewishlife #jewish,2664988844,Hate speech
0,2704,4947,3,0,0,Mon Jul 21 05:24:18 +0000 2014,,"New York, NY",SHTICKLER,35265,jews,jews,shtickler,Tue Sep 26 15:01:56 +0000 2017,Travel Day: https://t.co/ZKDXH1RFef #jews #jewishlife #jewish,2664988844,Hate speech
0,276,241,0,0,0,Mon Feb 17 17:24:16 +0000 2014,,"Houston, TX",King Reezy,13273,jews,jews,Reusstrade,Tue Sep 26 14:55:22 +0000 2017,$LB stupid fucking jews,2348804286,Hate speech
0,45,130,0,1,0,Fri Feb 24 17:33:56 +0000 2017,16686144.0,"California, USA",Stonewall,3634,jews,jews,DonovanLHarmon,Tue Sep 26 14:49:22 +0000 2017,@nytopinion jews &amp; the 'news'; one of their brethren turned russian orthodox trying to awaken goyim. https://t.co/gHC5fRrBq1,835180977328545792,Hate speech
0,2704,4947,3,0,0,Mon Jul 21 05:24:18 +0000 2014,,"New York, NY",SHTICKLER,35265,jews,jews,shtickler,Tue Sep 26 14:46:53 +0000 2017,Daily Reyd: https://t.co/jhXIZrjTju #jews #jewishlife #jewish,2664988844,Hate speech
1,55,387,0,1,0,Tue Jul 26 14:29:56 +0000 2016,7.579460540125676e+17,USA,Modern,4988,jews,jews,ModernTrucking,Tue Sep 26 14:44:37 +0000 2017,"@GissiSim Note that any issue Iran faces it points the finger at Israel or jews. 

The Kurds are about to get the s… https://t.co/oSKWaSEtQc",757946054012567552,Hate speech
0,30,110,0,2,1,Mon Dec 12 01:36:35 +0000 2011,102736422.0,"Boston, MA",Citizens' Dawn,435,jews,jews,CitizensDawn,Tue Sep 26 14:36:40 +0000 2017,@Ramazone2 @cynthiamckinney The truth? She made a blanket statement about  jews.. If you even say 'a lot of Muslims… https://t.co/6vApiJMZ89,434573147,Hate speech
0,455,1059,0,0,0,Sat Mar 03 19:04:21 +0000 2012,,"Cleveland, Ohio",Ben Cox,20192,jews,jews,BenCox83,Tue Sep 26 14:21:20 +0000 2017,modern cons don't focus on jews. except breitbart's globalist jabs and all the soros stuff. asides from that,513485498,Hate speech
1,2969,357,0,0,1,Fri May 10 15:23:36 +0000 2013,,Australia,Marilyn Shepherd,85028,jews,jews,MarilynShephe15,Tue Sep 26 14:09:49 +0000 2017,"Jews squatting in illegal settlements in Palestine are not Israeli's, they are illegal immigrants who the world hates except for jews",1418377147,Hate speech
0,313,139,0,1,0,Tue Nov 22 16:17:13 +0000 2011,428333.0,"Toronto, On. Canada",john beechy,360969,jews,jews,JohnBeechy,Tue Sep 26 14:08:57 +0000 2017,@cnnbrk jews know that women r2nd class citizens.. under their own faith  it is written in the Torah.. so if u r a chick.. good luck with it,418815175,Hate speech
0,467,629,0,3,0,Sat Feb 21 18:51:03 +0000 2015,9.082985716943421e+17,United States,shelly,44201,jews,jews,shelly2161,Tue Sep 26 14:07:58 +0000 2017,"@SambaPenguin23 @gazza226 @jjsmith1245 You mean like jews in Germany. minorities have rights too, and in some circl… https://t.co/J4kxNLjeEg",3050411297,Hate speech
0,69,215,0,1,0,Sat Mar 05 00:58:48 +0000 2011,3033891034.0,"New York, NY",Kerry Kraemer,2164,jews,jews,elektra_kute,Tue Sep 26 14:00:56 +0000 2017,@Rev_Odinson What if he suggests all jews get fired? Or all catholics? Or all atheists? Do you see the slippery slope we are on?,260986323,Hate speech
0,313,139,0,1,0,Tue Nov 22 16:17:13 +0000 2011,428333.0,"Toronto, On. Canada",john beechy,360969,jews,jews,JohnBeechy,Tue Sep 26 14:00:28 +0000 2017,"@cnnbrk under Judaism.. ignorance is not a defense of the law.. moses refused to allow ignorant jews to tell him what they thought BEST.,,",418815175,Hate speech
0,313,139,0,1,0,Tue Nov 22 16:17:13 +0000 2011,428333.0,"Toronto, On. Canada",john beechy,360969,jews,jews,JohnBeechy,Tue Sep 26 13:59:05 +0000 2017,@cnnbrk just coz one or two jews seem to get away with being greedy.. they r not the norm and many jews have died for being greedy,418815175,Hate speech
0,313,139,0,1,0,Tue Nov 22 16:17:13 +0000 2011,428333.0,"Toronto, On. Canada",john beechy,360969,jews,jews,JohnBeechy,Tue Sep 26 13:58:32 +0000 2017,@cnnbrk a LOT of non jews never read the 'punishment' clauses first b4 they convert.. they think  jews r all selfishness and its NOT true..,418815175,Hate speech
0,313,139,0,1,0,Tue Nov 22 16:17:13 +0000 2011,428333.0,"Toronto, On. Canada",john beechy,360969,jews,jews,JohnBeechy,Tue Sep 26 13:56:51 +0000 2017,@cnnbrk but if a rabbi has a funeral.. there might be other jews killed at that funeral.. makes going there LOOK stupid&amp;dangerous for kids,418815175,Hate speech
0,313,139,0,1,0,Tue Nov 22 16:17:13 +0000 2011,428333.0,"Toronto, On. Canada",john beechy,360969,jews,jews,JohnBeechy,Tue Sep 26 13:51:24 +0000 2017,@cnnbrk some of these whites of no future turn to violence and seek jews as targets.. jews have paid a heavy price for LYING..under Judaism,418815175,Hate speech
0,313,139,0,1,0,Tue Nov 22 16:17:13 +0000 2011,428333.0,"Toronto, On. Canada",john beechy,360969,jews,jews,JohnBeechy,Tue Sep 26 13:50:34 +0000 2017,@cnnbrk once  a Nazi has information of greedy jews.. they share it. and they send it to whites that have no future&amp;that r ready to die,418815175,Hate speech
0,313,139,0,2,0,Tue Nov 22 16:17:13 +0000 2011,428333.0,"Toronto, On. Canada",john beechy,360969,jews,jews,JohnBeechy,Tue Sep 26 13:49:48 +0000 2017,@cnnbrk and the Nazis will use the @netanyahu 's LIES to secure more recruits to seek out and KILL jews in any nation on earth.. FEAR that,418815175,Hate speech
11,2702,1387,0,0,2,Thu Mar 09 20:26:03 +0000 2017,,Dixie USA ,Domitia Honoria,18000,jews,jews,DomitiaHonoria,Tue Sep 26 13:47:04 +0000 2017,'We white jews' 🤔🤔🤔 https://t.co/GlQKMHHZ2E,839935334343454720,Hate speech
0,313,139,0,1,0,Tue Nov 22 16:17:13 +0000 2011,428333.0,"Toronto, On. Canada",john beechy,360969,jews,jews,JohnBeechy,Tue Sep 26 13:45:05 +0000 2017,"@cnnbrk 7 orthodox jews, died on saturdays/sabbaths... the only two that didnt die on a saturday were the 2 at the funeral. of the #1 rabbi",418815175,Hate speech
2,146,266,0,1,1,Wed Sep 17 15:25:48 +0000 2014,2457177871.0,"Dallas, TX",Joseph Boaz,2500,jews,jews,Joseph__Boaz,Tue Sep 26 13:44:33 +0000 2017,@DepthsPentecost messianic jews like to cite the Talmud as if it was canonical. It was written by unregenerate men… https://t.co/D503r5hfKt,2815117250,Hate speech
